rid,respondent_age,respondent_gender,respondent_hhi,respondent_race,respondent_hispanic,respondent_education,respondent_region,version,number,trait,shared_family,shared_friend,shared_acquaintance,shared_disliked,top3,top1,variable,category,age,gender,sexuality,"race, ethnicity, nationality",education,religion,family role,occupation,demographics,political views,hobbies and interests,physical body,"personality, behaviors, traits",ambiguous,none,other,none of the above
64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,30-39,Male,"$50,000 to $99,999",Prefer not to answer,Prefer not to answer,High school graduate,South,general,6,Respecful,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,30-39,Male,"$50,000 to $99,999",Prefer not to answer,Prefer not to answer,High school graduate,South,general,7,Idealist,0,0,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,30-39,Male,"$50,000 to $99,999",Prefer not to answer,Prefer not to answer,High school graduate,South,general,8,Leader,1,0,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,30-39,Male,"$50,000 to $99,999",Prefer not to answer,Prefer not to answer,High school graduate,South,general,9,Problem solver,0,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,<20,Male,"Up to $49,999",Black or African American,No,High school graduate,South,neighbor,1,respectful,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,<20,Male,"Up to $49,999",Black or African American,No,High school graduate,South,neighbor,2,fun,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,<20,Male,"Up to $49,999",Black or African American,No,High school graduate,South,neighbor,3,not negative,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,<20,Male,"Up to $49,999",Black or African American,No,High school graduate,South,neighbor,4,cool,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,<20,Male,"Up to $49,999",Black or African American,No,High school graduate,South,neighbor,5,nice,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,<20,Male,"Up to $49,999",Black or African American,No,High school graduate,South,neighbor,6,smart,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,<20,Male,"Up to $49,999",Black or African American,No,High school graduate,South,neighbor,7,good people,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b9c-8085-748a-3af4-8a320de06c02,30-39,Male,"$50,000 to $99,999",White,No,Bachelor's degree,South,neighbor,1,Friendly ,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b9c-8085-748a-3af4-8a320de06c02,30-39,Male,"$50,000 to $99,999",White,No,Bachelor's degree,South,neighbor,2,Polite ,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4b9c-8085-748a-3af4-8a320de06c02,30-39,Male,"$50,000 to $99,999",White,No,Bachelor's degree,South,neighbor,3,Nice,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4bb7-138c-25aa-ad1c-22d04c36cf57,40-49,Male,"$50,000 to $99,999",White,No,Completed some college but no degree,Midwest,coworker,1,Hardworker ,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4bb7-138c-25aa-ad1c-22d04c36cf57,40-49,Male,"$50,000 to $99,999",White,No,Completed some college but no degree,Midwest,coworker,2,Detailed ,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4bb7-138c-25aa-ad1c-22d04c36cf57,40-49,Male,"$50,000 to $99,999",White,No,Completed some college but no degree,Midwest,coworker,3,On time,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,50-59,Male,"$200,000 to $249,999",White,No,Master's or professional degree,South,specific,1,Kind,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,50-59,Male,"$200,000 to $249,999",White,No,Master's or professional degree,South,specific,2,Trustworthy ,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,50-59,Male,"$200,000 to $249,999",White,No,Master's or professional degree,South,specific,4,Happy,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,50-59,Male,"$200,000 to $249,999",White,No,Master's or professional degree,South,specific,6,Loyal,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,50-59,Male,"$200,000 to $249,999",White,No,Master's or professional degree,South,specific,9,Excited,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,30-39,Male,"$150,000 to $199,999",White,No,Bachelor's degree,Northeast,specific,2,Kind,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,30-39,Male,"$150,000 to $199,999",White,No,Bachelor's degree,Northeast,specific,3,Humble ,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,30-39,Male,"$150,000 to $199,999",White,No,Bachelor's degree,Northeast,specific,4,Patient ,1,0,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,30-39,Male,"$150,000 to $199,999",White,No,Bachelor's degree,Northeast,specific,5,Man of integrity ,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,30-39,Male,"$150,000 to $199,999",White,No,Bachelor's degree,Northeast,specific,6,Hardworking ,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,30-39,Male,"$150,000 to $199,999",White,No,Bachelor's degree,Northeast,specific,8,Passionate ,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,60-69,Male,"Up to $49,999",White,No,Doctorate degree,South,general,1,Dedicated ,0,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,60-69,Male,"Up to $49,999",White,No,Doctorate degree,South,general,10,Fun,0,0,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,60-69,Male,"Up to $49,999",White,No,Doctorate degree,South,general,2,Creative ,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,60-69,Male,"Up to $49,999",White,No,Doctorate degree,South,general,4,Strong ,1,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,60-69,Male,"Up to $49,999",White,No,Doctorate degree,South,general,5,Reliable ,0,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,60-69,Male,"Up to $49,999",White,No,Doctorate degree,South,general,6,Persistent ,0,0,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,60-69,Male,"Up to $49,999",White,No,Doctorate degree,South,general,7,Inventive,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,60-69,Male,"Up to $49,999",White,No,Doctorate degree,South,general,8,Trustworthy ,1,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,60-69,Male,"Up to $49,999",White,No,Doctorate degree,South,general,9,Curious ,0,0,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,20-29,Female,"Up to $49,999",Other,Yes,High school graduate,Northeast,specific,1,Loyalty,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,20-29,Female,"Up to $49,999",Other,Yes,High school graduate,Northeast,specific,10,Peaceful ,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,20-29,Female,"Up to $49,999",Other,Yes,High school graduate,Northeast,specific,2,Honesty,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,20-29,Female,"Up to $49,999",Other,Yes,High school graduate,Northeast,specific,3,Kindness ,1,1,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,20-29,Female,"Up to $49,999",Other,Yes,High school graduate,Northeast,specific,4,Chivalry,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,20-29,Female,"Up to $49,999",Other,Yes,High school graduate,Northeast,specific,5,Patience ,1,0,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,20-29,Female,"Up to $49,999",Other,Yes,High school graduate,Northeast,specific,7,Humble,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,20-29,Female,"Up to $49,999",Other,Yes,High school graduate,Northeast,specific,8,Carimg,1,0,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,20-29,Female,"Up to $49,999",Other,Yes,High school graduate,Northeast,specific,9,Loving,1,1,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4cc1-c4f2-27a4-6f31-83ae7de1044a,50-59,Male,"Up to $49,999",White,No,Bachelor's degree,South,friend,1,Mature,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4cc1-c4f2-27a4-6f31-83ae7de1044a,50-59,Male,"Up to $49,999",White,No,Bachelor's degree,South,friend,2,Honest,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4cc1-c4f2-27a4-6f31-83ae7de1044a,50-59,Male,"Up to $49,999",White,No,Bachelor's degree,South,friend,3,Happy,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4cc1-c4f2-27a4-6f31-83ae7de1044a,50-59,Male,"Up to $49,999",White,No,Bachelor's degree,South,friend,4,Nice,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4db8-44c0-88ed-4bed-db398a99a520,30-39,Male,"$50,000 to $99,999",White,No,Master's or professional degree,West,friend,1,Honesty ,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4db8-44c0-88ed-4bed-db398a99a520,30-39,Male,"$50,000 to $99,999",White,No,Master's or professional degree,West,friend,2,Loyalty ,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4db8-44c0-88ed-4bed-db398a99a520,30-39,Male,"$50,000 to $99,999",White,No,Master's or professional degree,West,friend,3,Traditional,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4db8-44c0-88ed-4bed-db398a99a520,30-39,Male,"$50,000 to $99,999",White,No,Master's or professional degree,West,friend,4,Fun,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4db8-44c0-88ed-4bed-db398a99a520,30-39,Male,"$50,000 to $99,999",White,No,Master's or professional degree,West,friend,5,Humor,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4db8-44c0-88ed-4bed-db398a99a520,30-39,Male,"$50,000 to $99,999",White,No,Master's or professional degree,West,friend,6,Intelligent ,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4def-1b72-7648-6c97-8043502e8184,30-39,Male,"$50,000 to $99,999",White,No,Completed some college but no degree,Midwest,coworker,1,Dependable,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4def-1b72-7648-6c97-8043502e8184,30-39,Male,"$50,000 to $99,999",White,No,Completed some college but no degree,Midwest,coworker,2,Loyal,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4def-1b72-7648-6c97-8043502e8184,30-39,Male,"$50,000 to $99,999",White,No,Completed some college but no degree,Midwest,coworker,3,Smart,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4def-1b72-7648-6c97-8043502e8184,30-39,Male,"$50,000 to $99,999",White,No,Completed some college but no degree,Midwest,coworker,4,Hardworking,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4def-1b72-7648-6c97-8043502e8184,30-39,Male,"$50,000 to $99,999",White,No,Completed some college but no degree,Midwest,coworker,5,Funny,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e05-15aa-ab38-71a3-027a1fb7268b,<20,Male,"Up to $49,999",Other,Yes,High school graduate,Northeast,general,1,trust,1,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e05-15aa-ab38-71a3-027a1fb7268b,<20,Male,"Up to $49,999",Other,Yes,High school graduate,Northeast,general,2,honest,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e05-15aa-ab38-71a3-027a1fb7268b,<20,Male,"Up to $49,999",Other,Yes,High school graduate,Northeast,general,3,awesome,1,0,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e05-15aa-ab38-71a3-027a1fb7268b,<20,Male,"Up to $49,999",Other,Yes,High school graduate,Northeast,general,4,cool,1,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,20-29,Male,Prefer not to answer,White,No,High school graduate,Northeast,specific,1,Funny,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,20-29,Male,Prefer not to answer,White,No,High school graduate,Northeast,specific,10,Reserved,0,0,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,20-29,Male,Prefer not to answer,White,No,High school graduate,Northeast,specific,2,Kind,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,20-29,Male,Prefer not to answer,White,No,High school graduate,Northeast,specific,3,Intelligent,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,20-29,Male,Prefer not to answer,White,No,High school graduate,Northeast,specific,4,Friendly,0,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,20-29,Male,Prefer not to answer,White,No,High school graduate,Northeast,specific,5,Compassionate,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,20-29,Male,Prefer not to answer,White,No,High school graduate,Northeast,specific,6,Generous,0,1,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,20-29,Male,Prefer not to answer,White,No,High school graduate,Northeast,specific,7,Helpful,0,0,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,20-29,Male,Prefer not to answer,White,No,High school graduate,Northeast,specific,8,Tough,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,20-29,Male,Prefer not to answer,White,No,High school graduate,Northeast,specific,9,Wise,1,1,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,20-29,Female,"Up to $49,999",Black or African American,Prefer not to answer,Master's or professional degree,Northeast,general,1,funny ,1,1,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,20-29,Female,"Up to $49,999",Black or African American,Prefer not to answer,Master's or professional degree,Northeast,general,10,heart breaker,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,20-29,Female,"Up to $49,999",Black or African American,Prefer not to answer,Master's or professional degree,Northeast,general,2,supportive,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,20-29,Female,"Up to $49,999",Black or African American,Prefer not to answer,Master's or professional degree,Northeast,general,3,giving,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,20-29,Female,"Up to $49,999",Black or African American,Prefer not to answer,Master's or professional degree,Northeast,general,6,caring,1,1,1,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,20-29,Female,"Up to $49,999",Black or African American,Prefer not to answer,Master's or professional degree,Northeast,general,8,loving,1,1,0,1,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5003-90f3-db2c-f5f4-01fef7e9e0d7,50-59,Male,"Up to $49,999",Other,Yes,Completed some college but no degree,West,neighbor,3,Are they hardworkers ,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5059-6c35-7f09-95af-8e4899592afa,20-29,Female,"Up to $49,999",White,Yes,Associate's degree,West,friend,1,funny,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5059-6c35-7f09-95af-8e4899592afa,20-29,Female,"Up to $49,999",White,Yes,Associate's degree,West,friend,10,nice,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5059-6c35-7f09-95af-8e4899592afa,20-29,Female,"Up to $49,999",White,Yes,Associate's degree,West,friend,2,fun,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5059-6c35-7f09-95af-8e4899592afa,20-29,Female,"Up to $49,999",White,Yes,Associate's degree,West,friend,3,nice,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5059-6c35-7f09-95af-8e4899592afa,20-29,Female,"Up to $49,999",White,Yes,Associate's degree,West,friend,4,respectful,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5059-6c35-7f09-95af-8e4899592afa,20-29,Female,"Up to $49,999",White,Yes,Associate's degree,West,friend,8,freindly,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5059-6c35-7f09-95af-8e4899592afa,20-29,Female,"Up to $49,999",White,Yes,Associate's degree,West,friend,9,cool,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af50b5-7684-c37b-81f7-6df54c4ce2df,<20,Male,"Up to $49,999",Prefer not to answer,Prefer not to answer,Some high school or less,West,coworker,1,Funny,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af50b5-7684-c37b-81f7-6df54c4ce2df,<20,Male,"Up to $49,999",Prefer not to answer,Prefer not to answer,Some high school or less,West,coworker,2,Smart,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af50b5-7684-c37b-81f7-6df54c4ce2df,<20,Male,"Up to $49,999",Prefer not to answer,Prefer not to answer,Some high school or less,West,coworker,3,Trustworthy ,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af50b5-7684-c37b-81f7-6df54c4ce2df,<20,Male,"Up to $49,999",Prefer not to answer,Prefer not to answer,Some high school or less,West,coworker,4,Loyal,NA,NA,NA,NA,0,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5c09-08a3-f425-e964-8804fe5bbfd3,40-49,Female,"$100,000 to $149,999",White,No,Bachelor's degree,Northeast,specific,1,Bookworm,0,0,1,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5c09-08a3-f425-e964-8804fe5bbfd3,40-49,Female,"$100,000 to $149,999",White,No,Bachelor's degree,Northeast,specific,2,Introvert,0,0,0,0,NA,NA,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5c42-9798-9947-aa2b-842339378946,30-39,Female,"Up to $49,999",White,No,High school graduate,South,neighbor,1,Quiet ,NA,NA,NA,NA,1,1,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af5c42-9798-9947-aa2b-842339378946,30-39,Female,"Up to $49,999",White,No,High school graduate,South,neighbor,2,Nice ,NA,NA,NA,NA,1,0,personality_behaviors_traits,personality_behaviors_traits,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
