rid,treatment,number,trait,age,gender,sexuality,"race, ethnicity, nationality",education,religion,family role,occupation,political views,hobbies and interests,physical body,"personality, behaviors, traits",ambiguous,none,other
64af4855-b939-85b7-d1fe-233895d6abe5,friend,trait6,Forgiveness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4847-4a29-2493-e176-097f7a869d23,friend,trait4,forgiving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait9,forward thinker,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4948-2fe3-d7f9-fbb9-223d80418f62,coworker,trait6,Forward thinking,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait3,Free,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af4946-214b-1baf-c6ce-a405b8b4e24c,general,trait2,free,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64afe6a3-aa8c-22fb-0369-29038f03de0f,general,trait1,Freedom,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af5059-6c35-7f09-95af-8e4899592afa,friend,trait8,freindly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait6,Friend,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait2,Friend,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af482b-98b0-bc23-797b-0d39bb876a61,general,trait1,Friend,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af46c3-9044-43dc-325d-4b64f5477846,neighbor,trait2,friendliness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afe365-56e9-44a5-ea0b-98eb1b50875d,neighbor,trait1,friendliness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d8a-2659-bad9-3234-72a26df5ba9c,neighbor,trait1,friendliness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5e5a-f6ad-afd1-faed-6de97222fb61,friend,trait1,Friendliness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5da0-2ac0-88e0-8cbb-b2dbcae777d8,neighbor,trait1,Friendliness ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af63ff-8941-7d2a-ceff-bc53d7eadd5e,coworker,trait6,friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7aa5-84fb-70b2-ffe9-17e1b494a5be,coworker,trait4,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af686d-9521-0c2c-3eb7-262d5e1e8988,coworker,trait3,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af476e-1998-e3e3-3e3e-00ee8108d2c5,coworker,trait1,friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af48a1-f175-35c7-8317-98d67535c944,neighbor,trait3,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4910-9e46-3416-aad8-e97bb1b61ad0,neighbor,trait2,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af481a-b30b-1386-35db-53f82f3c5272,neighbor,trait2,friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47dd-8767-ebc2-2012-2e462ad7294d,neighbor,trait2,friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af481a-7249-7534-93b0-49ce135fbd34,neighbor,trait2,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4aa3-00c5-3c68-09ba-cfb111a6ebb4,neighbor,trait3,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af476e-7dfc-8217-488c-fffc58640357,neighbor,trait1,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4858-6385-24f6-cbfa-3951c3e6b642,neighbor,trait1,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4ad2-502a-1603-4c71-e3fd4aee61a4,neighbor,trait1,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4792-e438-df90-c5d1-34f8a413a859,neighbor,trait3,friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6ec5-4f5d-8076-2769-7be6201e982d,friend,trait3,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af78ed-e729-99c8-e7c8-665686c72da6,friend,trait3,friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait8,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47dd-1e3d-34b9-a055-1020e8ff1d67,friend,trait1,friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af485b-72de-6d3f-42db-c272d348fdba,friend,trait4,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait5,friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7889-f83a-b717-b507-260ab6b7820b,specific,trait7,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6983-12bf-c908-ad91-a58fe2d192df,specific,trait4,friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,specific,trait4,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af477e-6188-f2ce-d978-1b2bea37eec3,specific,trait1,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4912-88d5-6faf-f9ec-6257b133c62e,general,trait8,Friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af62a6-e43c-4461-df5c-880fbbcac107,neighbor,trait2,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af48bc-1fda-67cd-822b-2685e8d4722f,neighbor,trait4,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6479-44b3-38e7-66ee-901ee4dca923,neighbor,trait5,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af476f-a555-ba2f-13d7-16d6d504609a,neighbor,trait1,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7067-2fdf-5ff5-bfa4-5033fdba7503,neighbor,trait1,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4b9c-8085-748a-3af4-8a320de06c02,neighbor,trait1,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af476a-6ca0-dd7c-3ec6-b95c3b64952f,neighbor,trait3,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a0c-b70e-52f7-2f15-648185412c3a,neighbor,trait5,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af478e-958e-213d-a5df-c143fa742dce,friend,trait2,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4830-acb0-b4d8-a182-764f77eb5a6c,friend,trait1,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a47-ceb4-1d30-2ff7-8c98eeab993a,specific,trait2,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6b19-0eff-2013-27e2-2a53c8d47f63,specific,trait6,Friendly ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47f6-4ba4-18db-6d4b-2395820dca81,friend,trait5,Friendly and outgoing personality ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6e59-f057-e158-8d21-faecc0dd9b60,neighbor,trait3,Friendly but not overly friendly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4810-a94e-d38b-91f9-2191aa0ac1d7,neighbor,trait8,Friends,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af4786-cf86-1aa9-3354-14ff79cd925d,friend,trait2,friendship,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af73b4-c7ec-8d80-23b4-a247a93ef43c,general,trait4,Friendship ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait2,fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4810-a94e-d38b-91f9-2191aa0ac1d7,neighbor,trait9,Fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6479-44b3-38e7-66ee-901ee4dca923,neighbor,trait1,Fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4db8-44c0-88ed-4bed-db398a99a520,friend,trait4,Fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dc5-e019-18de-cf30-bb140643d009,friend,trait7,Fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5059-6c35-7f09-95af-8e4899592afa,friend,trait2,fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait1,Fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4830-acb0-b4d8-a182-764f77eb5a6c,friend,trait3,fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47dd-1e3d-34b9-a055-1020e8ff1d67,friend,trait2,fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d7d-ae0b-3a4d-4f32-676278a40d64,friend,trait4,Fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4afd-ba85-0446-47f1-d7b65f2712ab,specific,trait5,fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47f3-bc71-2b6a-14f3-165e8efeeb69,specific,trait4,Fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afe526-99f9-a2e2-280a-4b82cac8c41c,specific,trait6,fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c62-ec8c-e842-d1e0-bad5b962638a,general,trait10,Fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af64e5-5950-df6c-c07d-445f2f9faeb1,neighbor,trait5,Fun ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479e-58a1-fb9f-6b6a-ae4e012deb56,coworker,trait3,Fun loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait5,Fun loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6310-932c-8f52-4439-c809b0c88e35,specific,trait3,Funby,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait6,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait1,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4def-1b72-7648-6c97-8043502e8184,coworker,trait5,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6479-44b3-38e7-66ee-901ee4dca923,neighbor,trait2,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4858-6385-24f6-cbfa-3951c3e6b642,neighbor,trait4,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4847-4a29-2493-e176-097f7a869d23,friend,trait3,funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5059-6c35-7f09-95af-8e4899592afa,friend,trait1,funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d6f-738c-4331-df24-6981b9031770,specific,trait4,funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7226-044e-72fd-3068-75f88bada5be,specific,trait6,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait5,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,specific,trait1,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af66a1-4702-ba87-bb2c-ea77a9c6bd9f,specific,trait1,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49f3-f897-5ce1-7d68-a5889548efef,specific,trait7,funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4780-304a-a72b-c347-08145c14aa0d,general,trait3,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4740-c673-062a-7f23-dce5d2723c30,general,trait10,FUNNY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4946-214b-1baf-c6ce-a405b8b4e24c,general,trait5,funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af682b-12a9-9121-94ca-1c4d836f0d90,general,trait6,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479b-9b04-d530-34ca-d1f8af4bc3a1,general,trait1,Funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afdaaa-d3b6-2040-b715-e7fc28d6496f,general,trait6,funny,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7067-2fdf-5ff5-bfa4-5033fdba7503,neighbor,trait10,Funny ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4afd-ba85-0446-47f1-d7b65f2712ab,specific,trait2,funny ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,general,trait1,funny ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4879-eb36-b307-41e9-12663d95ba72,coworker,trait5,Funny.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait10,gang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af5cc7-3a86-7e3a-8a07-9d9dde0961e8,neighbor,trait1,Garden,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64afe526-99f9-a2e2-280a-4b82cac8c41c,specific,trait2,gay,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait2,Gay,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64af4769-80af-abe8-653f-012b04409368,specific,trait2,Gender,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64af4797-6a54-04b7-2231-e1601df0f20c,general,trait2,Gender,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64af4a0c-b70e-52f7-2f15-648185412c3a,neighbor,trait3,Gender ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait5,Generous,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,specific,trait6,Generous,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af62a6-e43c-4461-df5c-880fbbcac107,neighbor,trait3,Generous ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d7d-ae0b-3a4d-4f32-676278a40d64,friend,trait10,Generous ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af693a-9d3d-d09a-9b30-d9aa28bcc615,specific,trait10,Generous ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6b19-0eff-2013-27e2-2a53c8d47f63,specific,trait4,Generous ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait3,Gentle,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4aa2-e012-ac94-64ac-20847af53f8e,friend,trait2,genuine,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4855-b939-85b7-d1fe-233895d6abe5,friend,trait2,Genuine ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6de3-4081-1d80-de1c-8bc83d3dca5a,general,trait8,Genuine ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af476e-1998-e3e3-3e3e-00ee8108d2c5,coworker,trait3,gets along with other people,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af62a6-e43c-4461-df5c-880fbbcac107,neighbor,trait5,Giving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait6,Giving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5dd4-0afc-9eb1-eaee-e9b45a8b5f7b,specific,trait5,giving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6de3-4081-1d80-de1c-8bc83d3dca5a,general,trait5,Giving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,general,trait3,giving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7226-044e-72fd-3068-75f88bada5be,specific,trait8,Giving ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49f3-f897-5ce1-7d68-a5889548efef,specific,trait9,glutenous,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af7d60-a27d-e72c-e7fb-9b016fb33657,specific,trait7,God ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait3,Good,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47f4-28e6-fea8-ff62-d870eef4fc50,coworker,trait3,Good ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5ee3-8098-15c3-7de0-006aaa932325,specific,trait3,good ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47d9-f7f6-d1e3-43e3-8afcfab95087,coworker,trait4,Good boss,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af485b-72de-6d3f-42db-c272d348fdba,friend,trait5,Good communicator,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4740-c673-062a-7f23-dce5d2723c30,general,trait5,GOOD LIFE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait10,Good listener,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af493c-ca5e-e646-b772-98a23e642ab9,specific,trait3,Good listener ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6d00-2801-d832-ad38-2c8cfccf7d58,general,trait7,Good listener ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7586-09d7-d31b-9a1a-f3006a0f9f2f,neighbor,trait5,Good natured,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait4,good neighbor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait7,good people,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4792-e438-df90-c5d1-34f8a413a859,neighbor,trait4,good people,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49d8-d323-55b5-d70f-4f2ae1d43ef2,neighbor,trait1,good person,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4830-acb0-b4d8-a182-764f77eb5a6c,friend,trait2,good sense of humor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47f9-f7eb-daee-8857-07a893754860,coworker,trait1,Good work ethics,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4855-b939-85b7-d1fe-233895d6abe5,friend,trait5,Grace,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait8,Grandmother,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af5eba-840c-cca9-31f6-d63a8536c231,specific,trait10,Grandparent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af5c4c-725e-6f0d-07cc-4c9c167835e4,general,trait8,Gravitas,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6de3-4081-1d80-de1c-8bc83d3dca5a,general,trait10,Great,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47f4-28e6-fea8-ff62-d870eef4fc50,coworker,trait1,Great ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4879-eb36-b307-41e9-12663d95ba72,coworker,trait1,Great communicator.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6de3-4081-1d80-de1c-8bc83d3dca5a,general,trait6,Great friend,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5ee3-8098-15c3-7de0-006aaa932325,specific,trait2,haappy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af477e-6188-f2ce-d978-1b2bea37eec3,specific,trait4,Happiness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4cc1-c4f2-27a4-6f31-83ae7de1044a,friend,trait3,Happy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait7,happy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7889-f83a-b717-b507-260ab6b7820b,specific,trait6,Happy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait5,happy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait10,happy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4afd-ba85-0446-47f1-d7b65f2712ab,specific,trait7,happy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4ac4-c9f2-b9cd-d214-04f7b7f4d639,specific,trait6,Happy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait4,Happy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afe526-99f9-a2e2-280a-4b82cac8c41c,specific,trait9,happy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4780-304a-a72b-c347-08145c14aa0d,general,trait7,Happy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a1b-503c-23de-8614-b7941e01a442,coworker,trait2,Hard Work,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5ef5-9aa8-d462-da75-44f4c1634b9d,coworker,trait3,hard worker,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6f1b-4fc9-7dde-43fb-07d110a9425e,coworker,trait3,Hard worker,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47b0-9021-5022-768d-b91f29f7a5d8,coworker,trait4,Hard worker,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait10,Hard worker,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af46c9-11e3-8a07-0977-57f0daf977f2,specific,trait10,Hard worker,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4740-c673-062a-7f23-dce5d2723c30,general,trait9,HARD WORKER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4bb7-138c-25aa-ad1c-22d04c36cf57,coworker,trait1,Hard worker ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6310-932c-8f52-4439-c809b0c88e35,specific,trait5,Hard worker ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af72a9-dc05-8820-3911-c034315296e6,coworker,trait2,Hard Working,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af63ff-8941-7d2a-ceff-bc53d7eadd5e,coworker,trait3,hard working,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4948-2fe3-d7f9-fbb9-223d80418f62,coworker,trait4,Hard working,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af633e-7784-78ee-e986-1b46b65d255b,coworker,trait4,Hard working,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4865-fb4a-80c6-1b74-58b375ad57cb,coworker,trait1,Hard working,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4def-1b72-7648-6c97-8043502e8184,coworker,trait4,Hard working,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d6f-738c-4331-df24-6981b9031770,specific,trait7,hard working,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait2,hard working,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait8,hard working,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6d00-2801-d832-ad38-2c8cfccf7d58,general,trait3,Hard working,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4810-b4a8-427c-27c2-2b9893b1ebc2,general,trait2,hard working,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4993-9962-d8f5-306c-de7704f248c2,general,trait9,hard working ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af68ee-0956-f11d-c535-2a45265fc6cc,coworker,trait2,Hardwork,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7889-f83a-b717-b507-260ab6b7820b,specific,trait2,Hardworker ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4848-bd3d-ae0f-b085-08b6fa05fa9b,coworker,trait2,Hardworking,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4880-e170-b88a-887c-b8ca98798967,general,trait4,Hardworking,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6569-177f-8078-2cd1-58dea16f9561,coworker,trait5,Hardworking ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d92-7309-83d7-78a1-fe90ca4a3c4e,coworker,trait1,Hardworking ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4847-b740-32c2-fc46-2919d29267cd,specific,trait1,Hardworking ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait6,Hardworking ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af624a-6d51-e8b9-fa17-147338f28514,general,trait7,Having fun,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4810-a94e-d38b-91f9-2191aa0ac1d7,neighbor,trait7,Health,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af7c93-0867-27e9-ac5a-6d2d9f2ce647,specific,trait3,Health,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4756-02f6-fe50-223f-5a76f1181a9e,general,trait1,Health,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af479b-c98b-950c-33d1-8e3b7c26017e,friend,trait5,healthy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait6,Healthy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4847-7db2-3ed8-ab14-e7ef2557e318,general,trait2,healthy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af6d00-2801-d832-ad38-2c8cfccf7d58,general,trait10,Healthy ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af6964-fdec-ee32-620b-fe4e0e72fe94,general,trait3,Heart,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,general,trait10,heart breaker,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6c3a-1d1f-445c-e869-9607e3bb580b,general,trait1,height,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af686d-9521-0c2c-3eb7-262d5e1e8988,coworker,trait4,Helpful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4831-cf25-f482-4a71-6b189cddd1ec,coworker,trait3,Helpful,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
