,rid,treatment,number,trait,coder1,coder2
624,64af47d5-d253-b1e5-d37e-6c5e4c71c0c1,coworker,trait1,honest,12,12
625,64af5d92-7309-83d7-78a1-fe90ca4a3c4e,coworker,trait2,Honest,12,12
626,64af48a1-f175-35c7-8317-98d67535c944,neighbor,trait2,Honest,12,12
627,64af4792-e438-df90-c5d1-34f8a413a859,neighbor,trait5,honest,12,12
628,64af4cc1-c4f2-27a4-6f31-83ae7de1044a,friend,trait2,Honest,12,12
629,64af48b5-ddf5-2900-f88e-45ef0e208445,friend,trait5,honest,12,12
630,64af4900-56d7-e630-c68c-e1b00884c10c,friend,trait3,Honest,12,12
631,64af78ed-e729-99c8-e7c8-665686c72da6,friend,trait2,honest,12,12
632,64af6dc5-e019-18de-cf30-bb140643d009,friend,trait1,Honest,12,12
633,64af4787-166e-0a03-bb07-484034c33cce,friend,trait1,honest,12,12
634,64af478c-36f6-b350-6088-0d35cc89e022,friend,trait1,HONEST,12,12
635,64af48a2-4d41-07cc-4e1e-7bb430782130,friend,trait1,Honest,12,12
636,64af6cea-3aaa-15a3-eab8-069c38ba948b,friend,trait1,Honest,12,12
637,64af4a47-ceb4-1d30-2ff7-8c98eeab993a,specific,trait3,Honest,12,12
638,64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait2,honest,12,12
639,64af72d2-7afb-03e0-6b33-48e4a0cc1fb4,specific,trait2,Honest,12,12
640,64af4afd-ba85-0446-47f1-d7b65f2712ab,specific,trait9,honest,12,12
641,64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait3,Honest,12,12
642,64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait1,Honest,12,12
643,64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait1,Honest,12,12
644,64af4847-b740-32c2-fc46-2919d29267cd,specific,trait2,Honest,12,12
645,64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait8,Honest,12,12
646,64af4e05-15aa-ab38-71a3-027a1fb7268b,general,trait2,honest,12,12
647,64af4993-9962-d8f5-306c-de7704f248c2,general,trait5,honest,12,12
648,64af4912-88d5-6faf-f9ec-6257b133c62e,general,trait10,Honest,12,12
649,64af4862-3d7c-cfa7-ad92-e8b852f06ce8,general,trait4,Honest,12,12
650,64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait7,honest,12,12
651,64af682b-12a9-9121-94ca-1c4d836f0d90,general,trait4,Honest,12,12
652,64af6de3-4081-1d80-de1c-8bc83d3dca5a,general,trait1,Honest,12,12
653,64af4880-e170-b88a-887c-b8ca98798967,general,trait2,Honest,12,12
654,64af4810-b4a8-427c-27c2-2b9893b1ebc2,general,trait3,honest,12,12
655,64af47b0-9021-5022-768d-b91f29f7a5d8,coworker,trait1,Honest ,12,12
656,64af47f0-c3a1-c5b2-9f57-4566dd648c94,coworker,trait1,Honest ,12,12
657,64af7067-2fdf-5ff5-bfa4-5033fdba7503,neighbor,trait5,Honest ,12,12
658,64af4858-6385-24f6-cbfa-3951c3e6b642,neighbor,trait2,Honest ,12,12
659,64af4ad2-502a-1603-4c71-e3fd4aee61a4,neighbor,trait2,Honest ,12,12
660,64af5ce4-90a9-1a0e-cd0a-09a2f6bb2d29,friend,trait1,Honest ,12,12
661,64af4823-6964-dd22-230c-838abd142e99,specific,trait3,Honest ,12,12
662,64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait3,Honest ,12,12
663,64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait1,Honest ,12,12
664,64af62a6-e43c-4461-df5c-880fbbcac107,neighbor,trait4,Honestly ,12,12
665,64af60ad-8ee3-1b44-5494-ec3243f36881,friend,trait2,Honestly ,12,12
666,64af4826-4157-e565-a4fd-ae67be5a4d6a,friend,trait1,Honestly ,12,12
667,64af47c8-3d84-1f92-5d79-7317f7db239a,coworker,trait3,honesty,12,12
668,64af4848-bd3d-ae0f-b085-08b6fa05fa9b,coworker,trait1,Honesty,12,12
669,64af4948-2fe3-d7f9-fbb9-223d80418f62,coworker,trait1,Honesty,12,12
670,64afb59f-b52a-a912-6fed-f3298174b94a,coworker,trait1,Honesty,12,12
671,64af5ef5-9aa8-d462-da75-44f4c1634b9d,coworker,trait1,honesty,12,12
672,64af633e-7784-78ee-e986-1b46b65d255b,coworker,trait1,Honesty,12,12
673,64af68ee-0956-f11d-c535-2a45265fc6cc,coworker,trait1,Honesty,12,12
674,64af6f1b-4fc9-7dde-43fb-07d110a9425e,coworker,trait1,Honesty,12,12
675,64af7667-a5e0-f07b-f4fe-54745ef5641d,neighbor,trait2,Honesty,12,12
676,64af46c3-9044-43dc-325d-4b64f5477846,neighbor,trait1,honesty,12,12
677,64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait1,Honesty,12,12
678,64af48ac-2bd4-e57a-753c-0a9a50f83e6a,friend,trait1,Honesty,12,12
679,64af5c87-ffd4-4bc2-b6bf-0820b93505fc,friend,trait1,Honesty,12,12
680,64af5e5a-f6ad-afd1-faed-6de97222fb61,friend,trait4,Honesty,12,12
681,64af693a-9d3d-d09a-9b30-d9aa28bcc615,specific,trait2,Honesty,12,12
682,64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait2,Honesty,12,12
683,64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait8,Honesty,12,12
684,64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait2,Honesty,12,12
685,64af47da-9ef3-feab-bf2a-79620b670459,specific,trait1,Honesty,12,12
686,64af5dd4-0afc-9eb1-eaee-e9b45a8b5f7b,specific,trait2,honesty,12,12
687,64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait2,honesty,12,12
688,64af73b4-c7ec-8d80-23b4-a247a93ef43c,general,trait3,Honesty,12,12
689,64af4847-7db2-3ed8-ab14-e7ef2557e318,general,trait1,honesty,12,12
690,64af6964-fdec-ee32-620b-fe4e0e72fe94,general,trait5,Honesty,12,12
691,64af7aa5-84fb-70b2-ffe9-17e1b494a5be,coworker,trait1,Honesty ,12,12
692,64af686d-9521-0c2c-3eb7-262d5e1e8988,coworker,trait1,Honesty ,12,12
693,64af4855-b939-85b7-d1fe-233895d6abe5,friend,trait1,Honesty ,12,12
694,64af4db8-44c0-88ed-4bed-db398a99a520,friend,trait1,Honesty ,12,12
695,64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait1,Honesty ,12,12
696,64af5cc3-c47b-9bb3-ac87-9b1ad15ebfe7,general,trait3,Honesty ,12,12
697,64af4a1a-4513-4451-3f8c-cebc98408e0b,coworker,trait6,honor,13,12
698,64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait8,hopeful,12,12
699,64af6479-44b3-38e7-66ee-901ee4dca923,neighbor,trait6,Hopeful ,12,12
700,64af72d2-7afb-03e0-6b33-48e4a0cc1fb4,specific,trait6,Hopeful ,12,12
701,64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait6,Hopeful ,12,12
702,64af4780-304a-a72b-c347-08145c14aa0d,general,trait2,Hopwful,12,12
703,64af7d60-a27d-e72c-e7fb-9b016fb33657,specific,trait3,House ,14,14
704,64af47f1-b313-b356-f9bb-63f26ba8ffd6,neighbor,trait5,How aware they are.,12,12
705,64af5d7e-0253-78d6-fd9b-66ff30f7a5fa,neighbor,trait2,How loud they are,12,12
706,64af5003-90f3-db2c-f5f4-01fef7e9e0d7,neighbor,trait8,How many people living there,13,14
707,64af68a1-d76c-2d72-8a85-45e436c82c3e,neighbor,trait4,How many people will be living there?,13,14
708,64af68a1-d76c-2d72-8a85-45e436c82c3e,neighbor,trait2,How old are they?,1,1
709,64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait5,Huge,14,14
710,64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait9,Huggable,12,12
711,64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait1,Human,14,15
712,64af6983-12bf-c908-ad91-a58fe2d192df,specific,trait1,human,14,15
713,64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait8,Human,14,15
714,64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait1,Human,14,15
715,64af6ec5-4f5d-8076-2769-7be6201e982d,friend,trait5,Humble,12,12
716,64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait6,humble,12,12
717,64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait7,Humble,12,12
718,64af5f31-c372-0008-009b-728a71afe522,general,trait2,Humble,12,12
719,64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait3,Humble ,12,12
720,64af735e-4af2-448d-28e9-91accc55a0ba,friend,trait2,Humbleness ,12,12
721,64af7586-09d7-d31b-9a1a-f3006a0f9f2f,neighbor,trait1,Humor,12,12
722,64af4db8-44c0-88ed-4bed-db398a99a520,friend,trait5,Humor,12,12
723,64af6dc5-e019-18de-cf30-bb140643d009,friend,trait6,Humor,12,12
724,64af4869-d30b-4fd7-6d18-6fd76c4cc0c3,friend,trait3,Humor,12,12
725,64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait7,Humor,12,12
726,64af6964-fdec-ee32-620b-fe4e0e72fe94,general,trait2,Humor,12,12
727,64af478e-958e-213d-a5df-c143fa742dce,friend,trait1,Humor ,12,12
728,64af5c4c-725e-6f0d-07cc-4c9c167835e4,general,trait1,Humorous,12,12
729,64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait8,Humorous ,12,12
730,64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait3,Humorous ,12,12
731,64af477e-6188-f2ce-d978-1b2bea37eec3,specific,trait10,Hungry,13,12
732,64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait9,Husband ,7,7
733,64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait7,Hustler ,13,13
734,64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait8,hustlers,13,13
735,64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait7,Hygienic,12,12
736,64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait9,I ,14,14
737,64af493c-ca5e-e646-b772-98a23e642ab9,specific,trait2,I am a leader not a follower,14,12
738,64af6c3a-1d1f-445c-e869-9607e3bb580b,general,trait8,I dunno others,14,14
739,64af47dd-8767-ebc2-2012-2e462ad7294d,neighbor,trait3,i like to talk to my neighbors,13,14
740,64af725e-6579-d9a4-8b7e-1142de686b63,neighbor,trait4,I will not want to live around somebody who is racist .,12,12
741,64af725e-6579-d9a4-8b7e-1142de686b63,neighbor,trait2,I would not want to have to worry about if my neighbors steal ( like packages ),12,12
742,64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait8,I’m ,14,14
743,64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait7,Idealist,12,12
744,64af479b-c98b-950c-33d1-8e3b7c26017e,friend,trait3,ideas,14,14
745,64af6e59-f057-e158-8d21-faecc0dd9b60,neighbor,trait1,If they are loud,12,12
746,64af5003-90f3-db2c-f5f4-01fef7e9e0d7,neighbor,trait1,If they go to church ,6,6
747,64af7067-2fdf-5ff5-bfa4-5033fdba7503,neighbor,trait4,If they have family ,7,7
748,64af47f1-b313-b356-f9bb-63f26ba8ffd6,neighbor,trait7,If they're kind,12,12
749,64af47f1-b313-b356-f9bb-63f26ba8ffd6,neighbor,trait4,If they're woke. ,12,12
750,64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait5,Impatient ,12,12
751,64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait9,Inclusive,12,12
752,64af47da-9ef3-feab-bf2a-79620b670459,specific,trait10,Indecisive ,12,12
753,64af6f1b-4fc9-7dde-43fb-07d110a9425e,coworker,trait2,Independence,12,12
754,64af635c-a42a-87d7-d73c-fd9eb3ebac9c,general,trait1,Independent,12,12
755,64af6354-5de1-b523-5d6f-3110cda30e73,specific,trait3,independent ,12,12
756,64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait6,Independent ,12,12
757,64af46c9-11e3-8a07-0977-57f0daf977f2,specific,trait9,Indifferent sibling,13,13
758,64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait5,Insane,12,12
759,64af4823-6964-dd22-230c-838abd142e99,specific,trait7,Insomnia ,11,12
760,64af482d-28b8-56ad-1875-3f26d175d91d,specific,trait10,Inspire others in various activities in their life,12,12
761,64af6df1-2fac-a26e-323b-c74ab6ec9476,coworker,trait2,Integrity,12,12
762,64af47c8-3d84-1f92-5d79-7317f7db239a,coworker,trait1,integrity,12,12
763,64afb59f-b52a-a912-6fed-f3298174b94a,coworker,trait2,Integrity,12,12
764,64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait9,integrity,12,12
765,64af686d-9521-0c2c-3eb7-262d5e1e8988,coworker,trait2,Integrity ,12,12
766,64af7667-a5e0-f07b-f4fe-54745ef5641d,neighbor,trait3,Integrity ,12,12
767,64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait2,Integrity ,12,12
768,64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait2,Integrity ,12,12
769,64af48ac-2bd4-e57a-753c-0a9a50f83e6a,friend,trait5,Inteligence,12,12
770,64af4830-acb0-b4d8-a182-764f77eb5a6c,friend,trait5,inteligent,12,12
771,64af6983-12bf-c908-ad91-a58fe2d192df,specific,trait3,intellectual,12,12
772,64af4828-5056-4ef9-950f-c4263a288a74,specific,trait2,Intelligence,12,12
773,64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait1,Intelligence,12,12
774,64af47da-9ef3-feab-bf2a-79620b670459,specific,trait2,Intelligence,12,12
775,64af4756-02f6-fe50-223f-5a76f1181a9e,general,trait2,Intelligence,12,12
776,64af682b-12a9-9121-94ca-1c4d836f0d90,general,trait1,Intelligence ,12,12
777,64af4848-bd3d-ae0f-b085-08b6fa05fa9b,coworker,trait5,Intelligent,12,12
778,64af47d5-d253-b1e5-d37e-6c5e4c71c0c1,coworker,trait6,intelligent,12,12
779,64af4e10-07c8-4b88-b526-f6cd841590f7,specific,trait3,Intelligent,12,12
780,64af4948-2fe3-d7f9-fbb9-223d80418f62,coworker,trait10,Intelligent ,12,12
781,64af4db8-44c0-88ed-4bed-db398a99a520,friend,trait6,Intelligent ,12,12
782,64af7226-044e-72fd-3068-75f88bada5be,specific,trait5,Intelligent ,12,12
783,64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait5,Intelligent ,12,12
784,64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait2,Intelligent ,12,12
785,64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait7,Intelligent ,12,12
786,64af4880-e170-b88a-887c-b8ca98798967,general,trait6,Intelligent ,12,12
787,64af5ea4-08f4-2c0b-de7a-c27c16e9c4ec,neighbor,trait1,Interest in loud music,10,10
788,64af4828-5056-4ef9-950f-c4263a288a74,specific,trait7,Interest in the environment ,10,12
789,64af482b-98b0-bc23-797b-0d39bb876a61,general,trait9,Interested,13,12
790,64af5d7d-ae0b-3a4d-4f32-676278a40d64,friend,trait5,Interesting ,13,12
791,64af478e-958e-213d-a5df-c143fa742dce,friend,trait7,Interesting hobby ,10,10
792,64af4967-ce41-1144-2e16-05be4e3c9328,neighbor,trait3,Interests,10,10
793,64af5ff8-a5ee-243c-b49a-9e24f4e85d95,friend,trait5,interests or hobbies  known of,10,10
794,64af5f31-c372-0008-009b-728a71afe522,general,trait7,Introspective ,12,12
795,64af5c09-08a3-f425-e964-8804fe5bbfd3,specific,trait2,Introvert,12,12
796,64af482b-98b0-bc23-797b-0d39bb876a61,general,trait3,Introvert,12,12
797,64af4993-9962-d8f5-306c-de7704f248c2,general,trait7,introvert ,12,12
798,64af4912-88d5-6faf-f9ec-6257b133c62e,general,trait4,Introvert ,12,12
799,64af7226-044e-72fd-3068-75f88bada5be,specific,trait3,Introverted ,12,12
800,64af4c62-ec8c-e842-d1e0-bad5b962638a,general,trait7,Inventive,12,12
801,64afdaaa-d3b6-2040-b715-e7fc28d6496f,general,trait9,irish,4,4
802,64af4810-a94e-d38b-91f9-2191aa0ac1d7,neighbor,trait1,Job,8,8
803,64af7d60-a27d-e72c-e7fb-9b016fb33657,specific,trait2,Job,8,8
804,64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait9,Justice minded,9,12
805,64af7d60-a27d-e72c-e7fb-9b016fb33657,specific,trait4,Kids ,7,7
806,64af63ff-8941-7d2a-ceff-bc53d7eadd5e,coworker,trait1,kind,12,12
807,64af4848-bd3d-ae0f-b085-08b6fa05fa9b,coworker,trait4,Kind,12,12
808,64af47f0-c3a1-c5b2-9f57-4566dd648c94,coworker,trait8,Kind,12,12
809,64af4831-cf25-f482-4a71-6b189cddd1ec,coworker,trait2,Kind,12,12
810,64af4910-9e46-3416-aad8-e97bb1b61ad0,neighbor,trait3,Kind,12,12
811,64af486a-b3a2-906a-8745-f1ce41c51cfe,neighbor,trait1,Kind,12,12
812,64af4900-56d7-e630-c68c-e1b00884c10c,friend,trait2,Kind,12,12
813,64af479b-c98b-950c-33d1-8e3b7c26017e,friend,trait4,kind,12,12
814,64af4847-4a29-2493-e176-097f7a869d23,friend,trait1,kind,12,12
815,64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait5,Kind,12,12
816,64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait7,Kind,12,12
817,64af4830-acb0-b4d8-a182-764f77eb5a6c,friend,trait4,kind,12,12
818,64af693a-9d3d-d09a-9b30-d9aa28bcc615,specific,trait9,Kind,12,12
819,64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait3,kind,12,12
820,64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait2,Kind,12,12
821,64af482d-28b8-56ad-1875-3f26d175d91d,specific,trait5,Kind,12,12
822,64af6c74-63da-b379-51ab-f9234047de3c,specific,trait2,Kind,12,12
823,64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait6,Kind,12,12
824,64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait1,Kind,12,12
825,64af47f3-bc71-2b6a-14f3-165e8efeeb69,specific,trait1,Kind,12,12
826,64af4ac4-c9f2-b9cd-d214-04f7b7f4d639,specific,trait1,Kind,12,12
827,64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait1,Kind,12,12
828,64afe526-99f9-a2e2-280a-4b82cac8c41c,specific,trait1,kind,12,12
829,64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait9,Kind,12,12
830,64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait4,Kind,12,12
831,64af4e10-07c8-4b88-b526-f6cd841590f7,specific,trait2,Kind,12,12
832,64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait4,Kind,12,12
833,64af5ee3-8098-15c3-7de0-006aaa932325,specific,trait4,kind,12,12
834,64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait2,Kind,12,12
835,64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait5,Kind,12,12
836,64af4740-c673-062a-7f23-dce5d2723c30,general,trait1,KIND,12,12
837,64af4946-214b-1baf-c6ce-a405b8b4e24c,general,trait1,kind,12,12
838,64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait8,Kind,12,12
839,64af6569-177f-8078-2cd1-58dea16f9561,coworker,trait2,Kind ,12,12
840,64af60ad-8ee3-1b44-5494-ec3243f36881,friend,trait4,Kind ,12,12
841,64af48b5-ddf5-2900-f88e-45ef0e208445,friend,trait4,kind ,12,12
842,64af6b19-0eff-2013-27e2-2a53c8d47f63,specific,trait3,Kind ,12,12
843,64af7226-044e-72fd-3068-75f88bada5be,specific,trait1,Kind ,12,12
844,64af493c-ca5e-e646-b772-98a23e642ab9,specific,trait1,Kind person ,12,12
845,64af478e-958e-213d-a5df-c143fa742dce,friend,trait10,Kind to animals and strangers ,12,12
846,64af5d69-c8ec-d859-fd32-f0368ec20a08,coworker,trait3,Kindness,12,12
847,64af7667-a5e0-f07b-f4fe-54745ef5641d,neighbor,trait5,Kindness,12,12
848,64af4aa3-00c5-3c68-09ba-cfb111a6ebb4,neighbor,trait2,Kindness,12,12
849,64af5eec-2e74-d863-3989-96a1d37385ec,friend,trait3,kindness,12,12
850,64af4892-0026-d304-14c6-bf0ee0ca010e,friend,trait1,Kindness,12,12
851,64af5cc3-c47b-9bb3-ac87-9b1ad15ebfe7,general,trait1,Kindness,12,12
852,64af4826-4157-e565-a4fd-ae67be5a4d6a,friend,trait2,Kindness ,12,12
853,64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait3,Kindness ,12,12
854,64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait1,Kindness ,12,12
855,64af5c4c-725e-6f0d-07cc-4c9c167835e4,general,trait5,Knowledgeable,12,12
856,64af64e5-5950-df6c-c07d-445f2f9faeb1,neighbor,trait6,Knowledgeable ,12,12
857,64af482d-28b8-56ad-1875-3f26d175d91d,specific,trait4,Knowledgeable ,12,12
858,64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait10,Laid back,12,12
859,64afb59f-b52a-a912-6fed-f3298174b94a,coworker,trait8,Laid Back,12,12
860,64af73b4-c7ec-8d80-23b4-a247a93ef43c,general,trait2,Laughter,12,12
861,64af481a-7249-7534-93b0-49ce135fbd34,neighbor,trait4,Law-abiding,12,12
862,64af477e-6188-f2ce-d978-1b2bea37eec3,specific,trait2,Laziness,12,12
863,64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait9,Lazy,12,12
864,64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait4,Leader,12,12
865,64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait8,Leader,12,12
866,64af4862-3d7c-cfa7-ad92-e8b852f06ce8,general,trait6,Leader,12,12
867,64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait8,Leader,12,12
868,64af5c4c-725e-6f0d-07cc-4c9c167835e4,general,trait3,Leader,12,12
869,64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait4,learning,13,12
870,64af4847-b740-32c2-fc46-2919d29267cd,specific,trait9,Liberal ,9,9
871,64af4993-9962-d8f5-306c-de7704f248c2,general,trait2,life long learner ,13,12
872,64af624a-6d51-e8b9-fa17-147338f28514,general,trait4,Lifestyle ,13,12
873,64af6310-932c-8f52-4439-c809b0c88e35,specific,trait1,Like edm,10,10
874,64af6310-932c-8f52-4439-c809b0c88e35,specific,trait9,Like foid,10,14
875,64af4823-6964-dd22-230c-838abd142e99,specific,trait4,Like math,10,10
876,64af6310-932c-8f52-4439-c809b0c88e35,specific,trait6,Like to travrl,10,10
877,64af4865-fb4a-80c6-1b74-58b375ad57cb,coworker,trait2,Likeable,12,12
878,64af6188-c51a-86a9-0eb4-35d866c2833e,coworker,trait1,Likeable ,12,12
879,64af476e-1998-e3e3-3e3e-00ee8108d2c5,coworker,trait2,likes to be co-operative,10,12
880,64af478e-958e-213d-a5df-c143fa742dce,friend,trait6,Likes to read ,10,10
881,64af6f1b-4fc9-7dde-43fb-07d110a9425e,coworker,trait6,Listener,12,12
882,64af4786-cf86-1aa9-3354-14ff79cd925d,friend,trait3,listener,12,12
883,64af4823-6964-dd22-230c-838abd142e99,specific,trait6,Listening to music ,10,10
884,64af47da-9ef3-feab-bf2a-79620b670459,specific,trait5,Literature,14,10
885,64af4fdd-5286-ef64-df9e-d8fd3233673e,general,trait7,little,13,14
886,64af674b-3fd3-3039-10ee-b1c4c72ddae0,friend,trait3,Location where they grew up,14,15
887,64af47da-9ef3-feab-bf2a-79620b670459,specific,trait9,Logical,12,12
888,64af682b-12a9-9121-94ca-1c4d836f0d90,general,trait3,Logical,12,12
889,64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait10,Lonely,15,12
890,64af6310-932c-8f52-4439-c809b0c88e35,specific,trait8,Loner,12,12
891,64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait2,Long,13,14
892,64af479b-c98b-950c-33d1-8e3b7c26017e,friend,trait1,looks,11,11
893,64af4aa3-00c5-3c68-09ba-cfb111a6ebb4,neighbor,trait1,Loud,12,12
894,64af476a-6ca0-dd7c-3ec6-b95c3b64952f,neighbor,trait2,Loud,12,12
895,64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait5,Lovable,12,12
896,64af66a1-4702-ba87-bb2c-ea77a9c6bd9f,specific,trait3,Lovable ,12,12
897,64af4892-0026-d304-14c6-bf0ee0ca010e,friend,trait3,Love,14,12
898,64af693a-9d3d-d09a-9b30-d9aa28bcc615,specific,trait4,Love,14,12
899,64af7889-f83a-b717-b507-260ab6b7820b,specific,trait10,Love dogs,10,12
900,64af5cc3-c47b-9bb3-ac87-9b1ad15ebfe7,general,trait5,Loveable ,12,12
901,64af64e5-5950-df6c-c07d-445f2f9faeb1,neighbor,trait3,Loves art ,10,12
902,64af4847-4a29-2493-e176-097f7a869d23,friend,trait2,loving,12,12
903,64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait6,Loving,12,12
904,64af5ce4-90a9-1a0e-cd0a-09a2f6bb2d29,friend,trait4,Loving,12,12
905,64af5d6f-738c-4331-df24-6981b9031770,specific,trait3,loving,12,12
906,64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait4,loving,12,12
907,64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait9,Loving,12,12
908,64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait7,loving,12,12
909,64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait7,Loving,12,12
910,64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait5,Loving,12,12
911,64af6d00-2801-d832-ad38-2c8cfccf7d58,general,trait4,Loving,12,12
912,64af4946-214b-1baf-c6ce-a405b8b4e24c,general,trait8,loving,12,12
913,64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait9,Loving,12,12
914,64af6de3-4081-1d80-de1c-8bc83d3dca5a,general,trait7,Loving,12,12
915,64af4fdd-5286-ef64-df9e-d8fd3233673e,general,trait8,loving,12,12
916,64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait2,Loving ,12,12
917,64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait4,Loyal,12,12
918,64af4def-1b72-7648-6c97-8043502e8184,coworker,trait2,Loyal,12,12
919,64af4900-56d7-e630-c68c-e1b00884c10c,friend,trait1,Loyal,12,12
920,64af746c-18bd-f527-bc2e-143df62e5a31,friend,trait1,Loyal,12,12
921,64af78ed-e729-99c8-e7c8-665686c72da6,friend,trait1,loyal,12,12
922,64af5e73-fbe5-2130-baa9-59e508cca2a2,friend,trait1,Loyal,12,12
923,64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait3,Loyal,12,12
924,64af6c74-63da-b379-51ab-f9234047de3c,specific,trait3,Loyal,12,12
925,64af4afd-ba85-0446-47f1-d7b65f2712ab,specific,trait1,loyal,12,12
926,64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait6,Loyal,12,12
927,64af4823-6964-dd22-230c-838abd142e99,specific,trait8,Loyal,12,12
928,64af49f3-f897-5ce1-7d68-a5889548efef,specific,trait5,loyal,12,12
929,64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait9,Loyal,12,12
930,64af5eba-840c-cca9-31f6-d63a8536c231,specific,trait4,loyal,12,12
931,64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait1,Loyal,12,12
932,64af479b-9b04-d530-34ca-d1f8af4bc3a1,general,trait10,Loyal,12,12
933,64af4880-e170-b88a-887c-b8ca98798967,general,trait5,Loyal,12,12
934,64af7de2-33f4-8900-080f-d8d5ff21f178,coworker,trait3,Loyal ,12,12
